iter	RMSE
1513	0.4319557393
1514	0.4319500796
1515	0.4319464732
1516	0.4319422007
1517	0.4319366627
1518	0.4319308105
1519	0.4319262032
1520	0.4319220495
1521	0.43191651
1522	0.4319115532
1523	0.431906156
1524	0.4319008722
1525	0.431894856
1526	0.4318904391
1527	0.4318845349
1528	0.4318790551
1529	0.4318737685
1530	0.431867275
1531	0.4318614691
1532	0.431856614
1533	0.4318519702
1534	0.4318469618
1535	0.4318410885
1536	0.4318356429
1537	0.4318294845
1538	0.4318251185
1539	0.4318189671
1540	0.4318142566
1541	0.4318094844
1542	0.4318042284
1543	0.431799851
1544	0.4317942041
1545	0.4317905026
1546	0.431783653
1547	0.4317794586
1548	0.4317737551
1549	0.43176875
1550	0.4317638168
1551	0.4317580002
1552	0.4317525215
1553	0.4317469826
1554	0.4317418328
1555	0.4317365991
1556	0.431733494
1557	0.4317285093
1558	0.4317233667
1559	0.4317187275
1560	0.431714337
1561	0.4317100729
1562	0.4317052284
1563	0.4317005449
1564	0.4316956674
1565	0.4316897717
1566	0.4316853988
1567	0.4316809111
1568	0.4316750211
1569	0.4316701038
1570	0.431665127
1571	0.4316602077
1572	0.4316547751
1573	0.4316511664
1574	0.4316469705
1575	0.4316411372
1576	0.4316361184
1577	0.4316306027
1578	0.4316238495
1579	0.4316189104
1580	0.4316130414
1581	0.4316075974
1582	0.4316028786
1583	0.4315981064
1584	0.4315938434
1585	0.4315882834
1586	0.4315834245
1587	0.4315777044
1588	0.4315729866
1589	0.4315682776
1590	0.4315648309
1591	0.431560164
1592	0.4315548456
1593	0.4315495832
1594	0.4315464387
1595	0.431540913
1596	0.4315364841
1597	0.4315311162
1598	0.4315272907
1599	0.431524465
1600	0.431520157
1601	0.431515231
1602	0.4315100576
1603	0.431504695
1604	0.4314999715
1605	0.4314951684
1606	0.4314912295
1607	0.4314870218
1608	0.4314829786
1609	0.4314789121
1610	0.4314731806
1611	0.4314684617
1612	0.431464647
1613	0.4314593123
1614	0.4314547798
1615	0.4314505652
1616	0.431444592
1617	0.4314394153
1618	0.4314357021
1619	0.4314315616
1620	0.4314269096
1621	0.4314220347
1622	0.4314173452
1623	0.4314120723
1624	0.4314071744
1625	0.4314020193
1626	0.431398244
1627	0.431394424
1628	0.431390073
1629	0.431386331
1630	0.4313823212
1631	0.431378246
1632	0.4313748872
1633	0.4313692105
1634	0.4313643389
1635	0.431359116
1636	0.4313552262
1637	0.4313516831
1638	0.4313468231
1639	0.4313412552
1640	0.4313378497
1641	0.4313336386
1642	0.4313291442
1643	0.4313247236
1644	0.4313197603
1645	0.4313158759
1646	0.4313117464
1647	0.4313062254
1648	0.4313009967
1649	0.431298248
1650	0.4312937948
1651	0.4312900775
1652	0.4312855937
1653	0.4312810595
1654	0.4312763482
1655	0.4312721316
1656	0.4312681522
1657	0.4312636238
1658	0.4312592811
1659	0.4312549313
1660	0.4312493146
1661	0.4312445697
1662	0.4312408217
1663	0.4312370643
1664	0.4312326755
1665	0.431226855
1666	0.4312217345
1667	0.4312183701
1668	0.4312140555
1669	0.4312089006
1670	0.4312040453
1671	0.4311995495
1672	0.4311966203
1673	0.4311935247
1674	0.4311903791
1675	0.4311870517
1676	0.4311830639
1677	0.4311790635
1678	0.4311742265
1679	0.4311707551
1680	0.431165822
1681	0.431161461
1682	0.4311562638
1683	0.431151267
1684	0.4311470244
1685	0.4311417624
1686	0.4311385346
1687	0.4311337743
1688	0.4311291023
1689	0.4311250172
1690	0.4311227954
1691	0.431118565
1692	0.4311145154
1693	0.4311110672
1694	0.4311068564
1695	0.4311019556
1696	0.4310971283
1697	0.4310927626
1698	0.4310895388
1699	0.4310849678
1700	0.4310815399
1701	0.431078071
1702	0.4310732871
1703	0.4310701548
1704	0.4310664978
1705	0.4310626072
1706	0.4310569309
1707	0.431052316
1708	0.4310478869
1709	0.4310440305
1710	0.4310396957
1711	0.4310357534
1712	0.4310317378
1713	0.4310283942
1714	0.4310238887
1715	0.4310182112
1716	0.431014653
1717	0.4310103544
1718	0.4310058631
1719	0.4310041319
1720	0.4310008165
1721	0.4309970252
1722	0.430992806
1723	0.4309896922
1724	0.4309851907
1725	0.4309818297
1726	0.430977283
1727	0.430973572
1728	0.4309687287
1729	0.4309666453
1730	0.430962329
1731	0.4309582007
1732	0.430953274
1733	0.4309489513
1734	0.4309447595
1735	0.43094068
1736	0.430936689
1737	0.4309333378
1738	0.4309290585
1739	0.4309248911
1740	0.4309216958
1741	0.430917539
1742	0.430913728
1743	0.4309095652
1744	0.4309052183
1745	0.4309027005
1746	0.43089963
1747	0.4308951672
1748	0.4308925105
1749	0.4308883692
1750	0.4308841865
1751	0.4308794805
1752	0.4308750539
1753	0.4308715527
1754	0.4308692011
1755	0.4308667365
1756	0.4308651383
1757	0.430861119
1758	0.4308572538
1759	0.4308519949
1760	0.430848442
1761	0.4308439198
1762	0.4308405508
1763	0.4308361492
1764	0.430832482
1765	0.4308277638
1766	0.4308245682
1767	0.4308209194
1768	0.43081637
1769	0.4308133639
1770	0.4308080522
1771	0.4308071427
1772	0.4308015103
1773	0.4307984917
1774	0.4307940413
1775	0.430790551
1776	0.4307872431
1777	0.430782908
1778	0.4307778273
1779	0.4307744655
1780	0.4307698651
1781	0.4307665285
1782	0.4307621795
1783	0.4307585065
1784	0.430754623
1785	0.4307504595
1786	0.4307459865
1787	0.4307417587
1788	0.4307373915
1789	0.4307340946
1790	0.430730437
1791	0.4307267227
1792	0.4307226966
1793	0.4307193189
1794	0.4307152296
