iter	RMSE
209	0.4609282325
210	0.4608612687
211	0.4607952238
212	0.4607268385
213	0.4606555554
214	0.4605884
215	0.4605192229
216	0.4604525187
217	0.4603843789
218	0.4603213849
219	0.4602530223
220	0.4601852646
221	0.460118779
222	0.4600524027
223	0.4599851205
224	0.4599205986
225	0.4598528354
226	0.4597899738
227	0.4597218151
228	0.4596577749
229	0.4595906828
230	0.4595241296
231	0.4594595626
232	0.4593932085
233	0.4593273765
234	0.4592626074
235	0.4592005963
236	0.4591307904
237	0.4590636181
238	0.4590009686
239	0.4589368348
240	0.4588746672
241	0.4588119663
242	0.4587510388
243	0.4586871736
244	0.4586254763
245	0.4585628512
246	0.4585040974
247	0.4584394407
248	0.4583757156
249	0.4583121086
250	0.4582497827
251	0.4581863346
252	0.458120668
253	0.4580572873
254	0.4579963694
255	0.4579366696
256	0.4578761068
257	0.4578190874
258	0.4577581116
259	0.4576980636
260	0.4576376176
261	0.4575759922
262	0.4575163369
263	0.4574557946
264	0.457395087
265	0.4573317799
266	0.4572728418
267	0.4572149471
268	0.4571521236
269	0.4570965846
270	0.4570330598
271	0.4569734573
272	0.4569159437
273	0.4568588551
274	0.4568012399
275	0.456739329
276	0.4566799387
277	0.4566238917
278	0.4565647049
279	0.4565068006
280	0.4564486617
281	0.4563908908
282	0.4563303655
283	0.4562738797
284	0.4562130016
285	0.456155273
286	0.4560981296
287	0.4560390761
288	0.4559826883
289	0.4559244048
290	0.4558771081
291	0.4558198021
292	0.4557630511
293	0.4557070133
294	0.4556513005
295	0.455595084
296	0.4555391336
297	0.4554854431
298	0.4554298477
299	0.4553738388
300	0.4553184353
301	0.4552631664
302	0.4552067241
303	0.4551535797
304	0.4551007445
305	0.4550464622
306	0.4549945844
307	0.4549403291
308	0.4548860965
309	0.4548333929
310	0.4547797208
311	0.4547239523
312	0.454668023
313	0.4546171499
314	0.4545666773
315	0.4545132281
316	0.4544634402
317	0.45441005
318	0.4543546602
319	0.4543072234
320	0.4542561093
321	0.4542028234
322	0.454151023
323	0.4540999751
324	0.4540507696
325	0.4539986808
326	0.4539454285
327	0.4538981376
328	0.4538470737
329	0.4537940471
330	0.4537418328
331	0.4536924645
332	0.4536470424
333	0.4535983264
334	0.4535473808
335	0.4534975107
336	0.4534432584
337	0.453389649
338	0.4533390475
339	0.4532883287
340	0.453236382
341	0.4531871041
342	0.4531375555
343	0.453089907
344	0.4530368802
345	0.4529862971
346	0.4529409811
347	0.4528919251
348	0.4528451322
349	0.4527967927
350	0.4527448333
351	0.4526932263
352	0.4526467977
353	0.4525986853
354	0.4525498465
355	0.4525045066
356	0.452454163
357	0.4524052965
358	0.4523553498
359	0.4523077135
360	0.4522582866
361	0.4522126303
362	0.4521632941
363	0.452115624
364	0.4520654445
365	0.452017032
366	0.4519681994
367	0.4519207917
368	0.4518779774
369	0.4518296709
370	0.4517825862
371	0.4517327255
372	0.4516858351
373	0.4516409905
374	0.4515982919
375	0.4515533603
376	0.4515075052
377	0.4514603409
378	0.4514115903
379	0.4513674129
380	0.4513210367
381	0.4512747787
382	0.451229737
383	0.4511847853
384	0.4511397658
385	0.4510942269
386	0.4510497578
387	0.451005631
388	0.4509610982
389	0.4509142134
390	0.4508691696
391	0.4508250532
392	0.4507799246
393	0.4507362106
394	0.4506931005
395	0.4506492871
396	0.4506044819
397	0.4505605712
398	0.4505150165
399	0.450467976
400	0.4504216145
401	0.4503839845
402	0.4503397612
403	0.4502980152
404	0.4502544796
405	0.4502096838
406	0.450169392
407	0.4501294999
408	0.4500866728
409	0.4500452797
410	0.4500011794
411	0.4499560274
412	0.4499111657
413	0.4498744185
414	0.4498327591
415	0.449792649
416	0.4497526404
417	0.4497094236
418	0.449667341
419	0.449625245
420	0.449586026
421	0.4495461544
422	0.4495036916
423	0.4494615689
424	0.4494175845
425	0.449374472
426	0.449335148
427	0.4492943641
428	0.4492505323
429	0.449212709
430	0.4491738881
431	0.4491346317
432	0.4490946161
433	0.4490536163
434	0.4490166848
435	0.4489766474
436	0.4489373211
437	0.4489107156
438	0.4488716498
439	0.4488311267
440	0.4487925114
441	0.448751225
442	0.4487116655
443	0.4486739236
444	0.4486340766
445	0.4485957749
446	0.4485562324
447	0.448517435
448	0.4484802894
449	0.4484418292
450	0.448402465
451	0.4483615108
452	0.4483244059
453	0.4482862534
454	0.4482447237
455	0.4482038976
456	0.4481640412
457	0.4481293961
458	0.4480914117
459	0.4480539269
460	0.448015972
461	0.4479788274
462	0.4479455949
463	0.4479058548
464	0.4478696803
465	0.4478340956
466	0.4477978439
467	0.4477601383
468	0.4477242604
469	0.4476865493
470	0.447648141
471	0.447610193
472	0.447573504
473	0.4475392479
474	0.4475013116
475	0.4474650334
476	0.4474284305
477	0.4473917527
478	0.4473552978
479	0.4473176234
480	0.4472838325
481	0.4472497257
482	0.4472149721
483	0.4471765555
484	0.4471420973
485	0.447107396
486	0.4470705593
487	0.4470349103
488	0.4469971184
489	0.4469610606
490	0.4469253754
491	0.4468895294
492	0.4468517991
493	0.4468208894
494	0.446786166
495	0.4467506678
496	0.4467150613
497	0.4466799514
498	0.446644115
499	0.4466088298
500	0.4465751553
501	0.4465384271
502	0.4465020047
503	0.4464664696
504	0.4464305222
505	0.4463953908
506	0.4463635972
507	0.4463294758
508	0.4462947605
509	0.4462591019
510	0.4462245099
511	0.4461882719
512	0.4461553264
513	0.4461209524
514	0.4460902666
515	0.446058374
516	0.4460276653
517	0.445996268
518	0.4459616407
519	0.4459277097
520	0.4458959657
521	0.4458613293
522	0.4458292653
523	0.4457946769
524	0.4457605132
525	0.4457275203
526	0.4456956772
527	0.445662957
528	0.4456299936
529	0.4455971744
530	0.4455630515
531	0.4455281396
532	0.4454987187
533	0.4454682283
534	0.4454331883
535	0.4454006656
536	0.4453676348
537	0.445334775
538	0.4453029194
539	0.4452724484
540	0.4452386521
541	0.445207879
542	0.445174219
543	0.4451406461
544	0.4451107044
545	0.4450792162
546	0.4450502802
547	0.4450178679
548	0.4449845402
549	0.4449541518
550	0.4449228232
551	0.4448939977
552	0.4448662395
553	0.444832754
554	0.44480075
555	0.444769521
556	0.444740967
557	0.4447103932
558	0.4446789663
559	0.4446482779
560	0.4446194523
561	0.4445864409
562	0.4445586047
563	0.4445294243
564	0.4444981753
565	0.4444678507
566	0.4444380665
567	0.4444079129
568	0.4443783538
569	0.4443474368
570	0.4443172506
571	0.4442870282
572	0.44425512
573	0.4442248284
574	0.4441975976
575	0.4441679901
576	0.4441382465
577	0.44410866
578	0.444077696
579	0.4440476163
580	0.4440196747
581	0.4439900286
582	0.443963194
583	0.4439346125
584	0.4439055327
585	0.4438748217
586	0.4438453232
587	0.4438153964
588	0.4437866369
589	0.4437591943
590	0.4437304984
591	0.4437026629
592	0.4436740032
593	0.4436466367
594	0.4436185115
595	0.4435917937
596	0.4435638422
597	0.4435339906
598	0.4435044442
599	0.4434758063
600	0.4434506749
601	0.4434317021
602	0.443401916
603	0.4433724757
604	0.4433481929
605	0.443322072
606	0.4432940395
607	0.4432658803
608	0.4432384976
609	0.4432130555
610	0.4431866878
611	0.4431583823
612	0.4431318659
613	0.4431059425
614	0.4430793963
615	0.4430514273
616	0.4430238944
617	0.4429967889
618	0.4429714897
619	0.4429463
620	0.4429195498
621	0.4428945192
622	0.4428678678
623	0.4428417152
624	0.4428168452
625	0.4427923671
626	0.4427685625
627	0.4427415843
628	0.4427137524
629	0.4426885225
630	0.4426642217
631	0.4426416745
632	0.4426155572
633	0.4425917476
634	0.442563826
635	0.4425379592
636	0.4425143687
637	0.4424884516
638	0.4424641471
639	0.4424404568
640	0.4424164144
641	0.442389439
642	0.4423652269
643	0.4423415457
644	0.4423183309
645	0.4422926218
646	0.4422668595
647	0.4422418533
648	0.4422176111
649	0.4421942591
650	0.4421751452
651	0.4421503211
652	0.4421286274
653	0.442105485
654	0.442081412
655	0.4420562595
656	0.4420315661
657	0.4420084409
658	0.4419841043
659	0.4419571596
660	0.4419341897
661	0.441907722
662	0.4418838421
663	0.4418592129
664	0.4418334951
665	0.4418135754
666	0.4417910383
667	0.441768319
668	0.4417452964
669	0.4417196827
670	0.4416972757
671	0.4416742309
672	0.4416517214
673	0.4416274048
674	0.4416031964
675	0.4415787544
676	0.441555752
677	0.4415325258
678	0.4415119513
679	0.4414879625
680	0.441463129
681	0.4414381361
682	0.4414146867
683	0.441390502
684	0.4413667807
685	0.4413419823
686	0.4413195731
687	0.4412959614
688	0.4412771011
689	0.4412565094
690	0.4412338008
691	0.4412124501
692	0.4411907964
693	0.441168489
694	0.4411480303
695	0.4411251529
696	0.4411026482
697	0.4410801552
698	0.4410586307
699	0.4410379279
700	0.4410150302
701	0.4409935087
702	0.4409749489
703	0.4409540174
704	0.4409344069
705	0.4409125396
706	0.4408899468
707	0.4408679717
708	0.4408454228
709	0.4408246952
710	0.4408012035
711	0.4407794264
712	0.4407624968
713	0.4407406585
714	0.4407211825
715	0.4407022341
716	0.4406791307
717	0.4406576994
718	0.4406356134
719	0.4406160264
720	0.4405962293
721	0.4405749692
722	0.4405542674
723	0.4405337241
724	0.4405136772
725	0.4404946491
726	0.4404715561
727	0.4404517538
728	0.4404302393
729	0.440408514
730	0.4403867898
731	0.4403683369
732	0.4403499435
733	0.4403309925
734	0.4403099224
735	0.4402901398
736	0.4402715261
737	0.4402508721
738	0.4402325147
739	0.4402122338
740	0.440192405
741	0.4401706671
742	0.4401486652
743	0.440127851
744	0.4401060095
745	0.4400858358
746	0.440065864
747	0.4400452907
748	0.4400261201
749	0.4400060834
750	0.4399875313
751	0.4399675547
752	0.4399479463
753	0.4399267801
754	0.4399058092
755	0.4398853161
756	0.4398642627
757	0.4398445591
758	0.4398250281
759	0.4398042621
760	0.4397845678
761	0.4397652531
762	0.4397478929
763	0.4397281549
764	0.4397065872
765	0.4396871846
766	0.4396684254
767	0.439648785
768	0.4396301575
769	0.4396120829
770	0.4395911879
771	0.4395718605
772	0.4395538153
773	0.4395354407
774	0.4395173742
775	0.4394971604
776	0.4394794758
777	0.4394592644
778	0.4394402818
779	0.4394220455
780	0.4394032708
781	0.4393868021
782	0.4393677768
783	0.4393484847
784	0.4393275475
785	0.4393076078
786	0.4392879218
787	0.4392700413
788	0.4392535694
789	0.4392378274
790	0.4392191152
791	0.4391987212
792	0.4391804388
793	0.4391609488
794	0.4391410222
795	0.4391248189
796	0.4391074513
797	0.4390874349
798	0.4390689013
799	0.4390519303
800	0.4390411933
801	0.4390244932
802	0.4390078938
803	0.4389889477
804	0.438971325
805	0.4389548307
806	0.4389387605
807	0.4389216359
808	0.4389054937
809	0.4388862344
810	0.4388673203
811	0.4388515435
812	0.4388325315
813	0.4388151734
814	0.4387976269
815	0.4387803076
816	0.4387636835
817	0.4387451825
818	0.4387301423
819	0.4387126814
820	0.4386951241
821	0.4386756917
822	0.4386580363
823	0.4386404734
824	0.4386238562
825	0.4386059308
826	0.4385900509
827	0.438573122
828	0.4385556796
829	0.4385382956
830	0.4385213686
831	0.4385042336
832	0.4384867422
833	0.4384703967
834	0.438454904
835	0.438438118
836	0.4384218452
837	0.4384074738
838	0.4383921352
839	0.4383772386
840	0.4383613069
841	0.438343353
842	0.4383271741
843	0.4383122953
844	0.4382969025
845	0.4382827287
846	0.4382659303
847	0.4382490673
848	0.4382344362
849	0.4382181336
850	0.4382011082
851	0.4381861418
852	0.4381693152
853	0.4381531628
854	0.4381393685
855	0.438123563
856	0.4381101902
857	0.4380929884
858	0.4380757275
859	0.4380601061
860	0.4380454745
861	0.4380297789
862	0.4380114897
863	0.4379952053
864	0.4379778702
865	0.4379609636
866	0.4379523762
867	0.4379351596
868	0.4379202438
869	0.4379034298
870	0.43788918
871	0.4378728907
872	0.4378576931
873	0.4378417599
874	0.4378250543
875	0.4378093771
876	0.4377923816
877	0.4377781146
878	0.4377628126
879	0.4377479697
880	0.4377318869
881	0.4377136107
882	0.4376990304
883	0.4376810747
884	0.437665513
885	0.4376516475
886	0.4376372032
887	0.4376229147
888	0.4376079416
889	0.4375926681
890	0.4375764526
891	0.4375619661
892	0.4375467762
893	0.437533871
894	0.4375187536
895	0.4375027117
896	0.4374873005
897	0.4374726756
898	0.4374595561
899	0.4374437145
900	0.4374281846
901	0.4374137169
902	0.4373986445
903	0.4373818837
904	0.4373656797
905	0.4373516342
906	0.4373377466
907	0.4373219032
908	0.4373073828
909	0.4372917
910	0.4372765579
911	0.4372619061
912	0.4372487365
913	0.4372357283
914	0.4372225226
915	0.4372082112
916	0.4371933019
917	0.4371795769
918	0.4371647216
919	0.4371496909
920	0.4371376778
921	0.4371228575
922	0.4371091094
923	0.4370965829
924	0.4370815028
925	0.4370698889
926	0.4370566949
927	0.4370426667
928	0.4370301391
929	0.4370156416
930	0.4370009534
931	0.4369866892
932	0.436974902
933	0.4369619039
934	0.4369467881
935	0.4369322098
936	0.4369185119
937	0.4369053593
938	0.4368909596
939	0.4368783259
940	0.4368639044
941	0.4368504066
942	0.4368371249
943	0.4368250662
944	0.4368108528
945	0.4367952909
946	0.4367817401
947	0.4367699794
948	0.4367580071
949	0.4367437025
950	0.436730253
951	0.4367158989
952	0.4367032569
953	0.4366896522
954	0.4366768077
955	0.4366639144
956	0.436652032
957	0.4366402314
958	0.4366284627
959	0.4366143668
960	0.4366005329
961	0.4365864679
962	0.4365782599
963	0.4365646642
964	0.4365540189
965	0.4365425053
966	0.4365304325
967	0.4365168356
968	0.436505689
969	0.436494398
970	0.4364820957
971	0.4364691795
972	0.4364549098
973	0.4364419558
974	0.4364275846
975	0.4364150699
976	0.4364002792
977	0.4363871613
978	0.4363731186
979	0.4363608686
980	0.4363471741
981	0.4363349745
982	0.4363228625
983	0.4363098239
984	0.4362970987
985	0.4362854364
986	0.4362736004
987	0.4362612314
988	0.4362516221
989	0.4362407745
990	0.4362286548
991	0.4362162813
992	0.4362045458
993	0.4361911735
994	0.4361785404
995	0.4361671356
996	0.4361567769
997	0.4361437418
998	0.4361312023
999	0.4361172195
1000	0.436106128
1001	0.4360924224
1002	0.4360797845
1003	0.436067434
1004	0.4360560172
1005	0.4360418421
1006	0.4360292788
1007	0.43601693
1008	0.4360039486
1009	0.4359908089
1010	0.435979878
1011	0.4359672343
1012	0.4359536734
1013	0.4359429313
1014	0.4359318955
1015	0.4359186679
1016	0.4359045153
1017	0.435891795
1018	0.4358803284
1019	0.4358681485
1020	0.4358567999
1021	0.4358454941
1022	0.4358321739
1023	0.4358210657
1024	0.4358104515
1025	0.4357977422
1026	0.4357874736
1027	0.4357746469
1028	0.4357622164
1029	0.4357504989
1030	0.4357408745
1031	0.4357274246
1032	0.4357171773
1033	0.4357037552
1034	0.4356917845
1035	0.4356811869
1036	0.4356709097
1037	0.4356597087
1038	0.4356475337
1039	0.4356347914
1040	0.4356230112
1041	0.4356106859
1042	0.4355983415
1043	0.4355878071
1044	0.4355775484
1045	0.4355667782
1046	0.4355542614
1047	0.4355442603
1048	0.4355337865
1049	0.4355230599
1050	0.4355138747
1051	0.435504889
1052	0.435497279
1053	0.4354853063
1054	0.4354749537
1055	0.4354644842
1056	0.4354536833
1057	0.4354424222
1058	0.4354336661
1059	0.4354220475
1060	0.4354099487
1061	0.4353967908
1062	0.4353868918
1063	0.4353743505
1064	0.4353637802
1065	0.4353529093
1066	0.4353427938
1067	0.4353315422
1068	0.4353210101
1069	0.435308872
1070	0.4352979581
1071	0.4352881017
1072	0.4352779511
1073	0.4352659761
1074	0.4352560588
1075	0.435245625
1076	0.435233321
1077	0.4352236316
1078	0.4352154765
1079	0.4352041537
1080	0.4351940173
1081	0.4351815715
1082	0.4351687087
1083	0.4351592472
1084	0.4351496054
1085	0.4351391544
1086	0.4351298393
1087	0.4351169985
1088	0.4351066555
1089	0.4350976029
1090	0.4350866097
1091	0.435076965
1092	0.4350666882
1093	0.4350554614
1094	0.435044539
1095	0.4350348692
1096	0.4350242792
1097	0.4350137138
1098	0.4350053363
1099	0.4349961145
1100	0.4349854716
1101	0.4349767555
1102	0.4349690393
1103	0.4349584548
1104	0.4349487985
1105	0.4349407562
1106	0.4349297209
1107	0.4349171031
1108	0.4349049655
1109	0.4348950092
1110	0.434887754
1111	0.4348786339
1112	0.4348670158
1113	0.4348565843
1114	0.4348466857
1115	0.4348349321
1116	0.4348251437
1117	0.4348143298
1118	0.4348040509
1119	0.4347929618
1120	0.4347822823
1121	0.4347750424
1122	0.434765202
1123	0.4347543405
1124	0.4347461332
1125	0.4347371405
1126	0.434727489
1127	0.4347173591
1128	0.4347082219
1129	0.4346981277
1130	0.4346880617
1131	0.4346768191
1132	0.4346682098
1133	0.4346570019
1134	0.434646688
1135	0.4346382972
1136	0.4346276284
1137	0.4346187933
1138	0.4346097172
1139	0.4346004293
1140	0.434590717
1141	0.4345808135
1142	0.4345711079
1143	0.4345642649
1144	0.4345546096
1145	0.4345455203
1146	0.4345364437
1147	0.4345268331
1148	0.4345181895
1149	0.4345082448
1150	0.4344982834
1151	0.4344888188
1152	0.434480762
1153	0.4344720525
1154	0.4344622252
1155	0.4344526611
1156	0.4344447695
1157	0.434434109
1158	0.4344243943
1159	0.4344147083
1160	0.4344044128
1161	0.4343947358
1162	0.4343871027
1163	0.4343764435
1164	0.4343670824
1165	0.4343580635
1166	0.4343487736
1167	0.4343396184
1168	0.4343308311
1169	0.4343220098
1170	0.4343132642
1171	0.4343035765
1172	0.434297971
1173	0.4342900622
1174	0.4342820316
1175	0.4342735953
1176	0.4342652718
1177	0.4342569262
1178	0.4342481482
1179	0.434238355
1180	0.4342301709
1181	0.4342215796
1182	0.4342120318
1183	0.4342026972
1184	0.4341950446
1185	0.4341904668
1186	0.4341812636
1187	0.4341720741
1188	0.4341636736
1189	0.4341536363
1190	0.4341464997
1191	0.4341366515
1192	0.4341259302
1193	0.4341169438
1194	0.4341070712
1195	0.4340989707
1196	0.4340917128
1197	0.4340851711
1198	0.4340774437
1199	0.434068142
1200	0.4340613791
1201	0.4340532156
1202	0.4340449345
1203	0.4340367753
1204	0.4340276667
1205	0.4340194642
1206	0.4340111779
1207	0.4340039948
1208	0.4339955848
1209	0.4339858494
1210	0.433976722
1211	0.433968533
1212	0.4339596817
1213	0.4339514681
1214	0.4339413029
1215	0.4339316311
1216	0.4339236572
1217	0.4339164161
1218	0.4339087132
1219	0.4339006341
1220	0.4338919344
1221	0.4338822682
1222	0.4338751797
1223	0.4338649321
1224	0.4338576326
1225	0.4338530664
1226	0.4338439794
1227	0.4338358893
1228	0.4338291719
1229	0.4338211374
1230	0.4338124943
1231	0.4338036824
1232	0.4337966762
1233	0.4337881214
1234	0.4337802344
1235	0.4337739506
1236	0.4337653738
1237	0.4337579329
1238	0.4337499661
1239	0.4337421914
1240	0.4337343371
1241	0.4337263565
1242	0.4337176519
1243	0.4337104482
1244	0.4337036771
1245	0.4336947011
1246	0.4336859411
1247	0.4336771164
1248	0.4336690731
1249	0.4336612423
1250	0.4336527678
1251	0.4336459895
1252	0.4336385337
1253	0.4336306114
1254	0.4336223558
1255	0.4336143438
1256	0.4336088427
1257	0.4336012344
1258	0.4335937051
1259	0.4335859063
1260	0.4335783098
1261	0.4335718101
1262	0.4335637215
1263	0.4335576918
1264	0.4335498306
1265	0.4335419249
1266	0.4335348499
1267	0.4335269328
1268	0.4335194675
1269	0.4335112745
1270	0.4335030402
1271	0.4334942202
1272	0.4334863117
1273	0.4334776696
1274	0.4334698191
1275	0.4334637148
1276	0.4334563651
1277	0.4334489067
1278	0.433439805
1279	0.4334329052
1280	0.433425305
1281	0.4334177976
1282	0.4334105008
1283	0.4334021763
1284	0.4333959305
1285	0.4333883338
1286	0.4333804826
1287	0.4333714001
1288	0.4333644925
1289	0.4333572984
1290	0.4333487205
1291	0.4333410181
1292	0.4333358015
1293	0.4333291847
1294	0.43332152
1295	0.4333130199
1296	0.4333063266
1297	0.4332970065
1298	0.4332894087
1299	0.4332823592
1300	0.4332743593
1301	0.4332675732
1302	0.4332606938
1303	0.4332509348
1304	0.4332431377
1305	0.4332364806
1306	0.4332289292
1307	0.4332209071
1308	0.4332150352
1309	0.4332081758
1310	0.4332024092
1311	0.4331957443
1312	0.4331897342
1313	0.4331813011
1314	0.4331740224
1315	0.4331681621
1316	0.4331618582
1317	0.4331548885
1318	0.4331478064
1319	0.4331398101
1320	0.4331319884
1321	0.4331244931
1322	0.4331169998
1323	0.4331101678
1324	0.4331023669
1325	0.4330959369
1326	0.4330900756
1327	0.4330829552
1328	0.4330751387
1329	0.4330682444
1330	0.4330616065
1331	0.4330551803
1332	0.4330476676
1333	0.4330407397
1334	0.4330319947
1335	0.4330241979
1336	0.4330159698
1337	0.4330087516
1338	0.4330020873
1339	0.432995534
1340	0.4329897672
1341	0.4329836644
1342	0.4329768644
1343	0.4329703863
1344	0.4329624003
1345	0.4329586429
1346	0.4329516844
1347	0.4329445994
1348	0.432938234
1349	0.4329301828
1350	0.4329242707
1351	0.4329177949
1352	0.432912639
1353	0.4329051773
1354	0.4328966049
1355	0.4328882155
1356	0.432881981
1357	0.4328751527
1358	0.4328684386
1359	0.4328615103
1360	0.432853563
1361	0.4328474597
1362	0.4328408961
1363	0.432833528
1364	0.4328267749
1365	0.4328197081
1366	0.4328133198
1367	0.4328050008
1368	0.43279981
1369	0.4327944415
1370	0.4327885068
1371	0.4327817714
1372	0.4327751491
1373	0.43276887
1374	0.4327632248
1375	0.4327568385
1376	0.4327506626
1377	0.4327443463
1378	0.4327386762
1379	0.4327322569
1380	0.4327256874
1381	0.4327176049
1382	0.4327109169
1383	0.432705176
1384	0.4327001656
1385	0.4326937107
1386	0.4326874364
1387	0.4326812293
1388	0.4326753297
1389	0.4326688142
1390	0.4326622289
1391	0.4326564174
1392	0.4326496652
1393	0.4326430448
1394	0.4326366717
1395	0.4326293895
1396	0.4326232725
1397	0.4326166053
1398	0.4326096844
1399	0.4326025933
1400	0.4326004776
1401	0.4325950204
1402	0.4325904412
1403	0.4325854431
1404	0.4325791319
1405	0.4325729466
1406	0.4325664963
1407	0.4325601329
1408	0.4325536638
1409	0.4325470835
1410	0.4325413638
1411	0.4325349353
1412	0.4325290503
1413	0.432523377
1414	0.4325178246
1415	0.4325121265
1416	0.4325054603
1417	0.432499566
1418	0.4324923992
1419	0.432486208
1420	0.4324787453
1421	0.4324728049
1422	0.4324655503
1423	0.432459667
1424	0.432455032
1425	0.4324498919
1426	0.4324442283
1427	0.432439035
1428	0.4324334585
1429	0.4324272352
1430	0.4324208697
1431	0.432414294
1432	0.4324090105
1433	0.432402798
1434	0.4323969427
1435	0.4323914595
1436	0.4323863656
1437	0.4323805753
1438	0.4323752861
1439	0.4323694432
1440	0.4323642133
1441	0.432358501
1442	0.4323512396
1443	0.4323456483
1444	0.432340681
1445	0.4323350498
1446	0.4323286727
1447	0.4323217604
1448	0.4323164841
1449	0.4323107792
1450	0.4323036026
1451	0.4322978407
1452	0.4322922822
1453	0.4322850818
1454	0.432279401
1455	0.4322730431
1456	0.4322672402
1457	0.4322623697
1458	0.4322579155
1459	0.4322529693
1460	0.4322466267
1461	0.4322403206
1462	0.4322338895
1463	0.4322292196
1464	0.4322233314
1465	0.4322170589
1466	0.4322102508
1467	0.4322042924
1468	0.4321988852
1469	0.4321940639
1470	0.4321888744
1471	0.4321839226
1472	0.4321784892
1473	0.4321738791
1474	0.4321684301
1475	0.4321628633
1476	0.4321578549
1477	0.4321525836
1478	0.4321468972
1479	0.4321418203
1480	0.4321368268
1481	0.4321317143
1482	0.4321269525
1483	0.4321213972
1484	0.4321142882
1485	0.4321107113
1486	0.4321043298
1487	0.4320995235
1488	0.4320931515
1489	0.4320872399
1490	0.4320820946
1491	0.4320761759
1492	0.4320699263
1493	0.4320654002
1494	0.4320596903
1495	0.4320536538
1496	0.4320478267
1497	0.4320427825
1498	0.4320368622
1499	0.4320305481
1500	0.4320255242
1501	0.4320186699
1502	0.4320128105
1503	0.4320076057
1504	0.4320021827
1505	0.431996973
1506	0.4319920723
1507	0.431985163
1508	0.4319801375
1509	0.4319758583
1510	0.4319714603
1511	0.4319656688
1512	0.4319609919
