iter	Passed	Remaining
1665	58509	4530
1666	58547	4495
1667	58578	4460
1668	58615	4425
1669	58656	4390
1670	58693	4355
1671	58730	4320
1672	58760	4284
1673	58798	4250
1674	58832	4214
1675	58872	4180
1676	58906	4144
1677	58945	4109
1678	58984	4075
1679	59013	4039
1680	59048	4004
1681	59088	3969
1682	59130	3935
1683	59170	3900
1684	59216	3865
1685	59256	3830
1686	59294	3795
1687	59331	3760
1688	59371	3726
1689	59415	3691
1690	59442	3655
1691	59479	3620
1692	59514	3585
1693	59545	3550
1694	59581	3515
1695	59620	3480
1696	59663	3445
1697	59700	3410
1698	59740	3375
1699	59781	3340
1700	59820	3305
1701	59857	3270
1702	59897	3235
1703	59930	3200
1704	59970	3165
1705	60009	3130
1706	60047	3095
1707	60083	3060
1708	60119	3025
1709	60160	2990
1710	60198	2955
1711	60234	2920
1712	60272	2885
1713	60308	2850
1714	60346	2814
1715	60388	2780
1716	60426	2745
1717	60465	2710
1718	60499	2674
1719	60523	2639
1720	60563	2604
1721	60604	2569
1722	60644	2534
1723	60685	2499
1724	60720	2464
1725	60761	2429
1726	60801	2394
1727	60840	2358
1728	60879	2323
1729	60913	2288
1730	60951	2253
1731	60991	2218
1732	61031	2183
1733	61069	2148
1734	61106	2113
1735	61146	2078
1736	61178	2042
1737	61222	2007
1738	61265	1972
1739	61305	1937
1740	61342	1902
1741	61377	1867
1742	61417	1832
1743	61450	1797
1744	61493	1761
1745	61523	1726
1746	61558	1691
1747	61602	1656
1748	61638	1621
1749	61677	1585
1750	61717	1550
1751	61750	1515
1752	61787	1480
1753	61824	1445
1754	61863	1409
1755	61905	1374
1756	61930	1339
1757	61970	1304
1758	62010	1269
1759	62047	1233
1760	62091	1198
1761	62131	1163
1762	62165	1128
1763	62205	1093
1764	62241	1057
1765	62286	1022
1766	62327	987
1767	62367	952
1768	62407	917
1769	62445	881
1770	62484	846
1771	62499	811
1772	62540	776
1773	62573	740
1774	62606	705
1775	62651	670
1776	62691	635
1777	62728	599
1778	62769	564
1779	62809	529
1780	62847	494
1781	62888	458
1782	62929	423
1783	62970	388
1784	63012	353
1785	63050	317
1786	63087	282
1787	63127	247
1788	63168	211
1789	63208	176
1790	63250	141
1791	63294	105
1792	63329	70
1793	63363	35
1794	63405	0
